id,name,job,department,gender
21339.0,Jez Butterworth,Screenplay,Writing,2.0
23425.0,Chris Lowe,Supervising Art Director,Art,0.0
23491.0,Roxana Alexandru ,Assistant Art Director,Art,0.0
23774.0,Jo Grover,Makeup Effects,Crew,0.0
10907.0,Stéphane Foenkinos,Casting,Production,2.0
61851.0,Lorenzo Senatore,Camera Operator,Camera,2.0
64000.0,Wolfgang Ramml,Line Producer,Production,0.0
66941.0,J.A.C. Redford,Orchestrator,Sound,2.0
81517.0,Gregg Wilson,Associate Producer,Production,0.0
69678.0,Michael G. Wilson,Producer,Production,2.0
77511.0,Zakaria Alaoui,Line Producer,Production,0.0
74401.0,Hoyte van Hoytema,Director of Photography,Camera,0.0
239885.0,Franco Ragusa,Special Effects Coordinator,Crew,0.0
937946.0,Peter Field,Camera Operator,Camera,0.0
979698.0,Neal Callow,Art Direction,Art,2.0
986687.0,Mark Harris,Art Direction,Art,2.0
1024842.0,Billy A. Campbell,Visual Effects Editor,Crew,0.0
1026247.0,Stacy Perskie,Co-Producer,Production,0.0
1029804.0,Laura Schultz,Visual Effects Producer,Visual Effects,0.0
1087452.0,Mari Paz Robles,Key Hair Stylist,Costume & Make-Up,0.0
1099281.0,Gerardo Perez Arreola,Hairstylist,Costume & Make-Up,0.0
1118711.0,Kenji Katori,Camera Operator,Camera,0.0
1296445.0,Ben Collins,Art Direction,Art,0.0
1305251.0,Tusse Lande,Casting Associate,Production,0.0
1315700.0,Donald Mowat,Makeup Artist,Costume & Make-Up,0.0
1319160.0,Ken Crouch,Costume Supervisor,Costume & Make-Up,0.0
1335539.0,Andrew Bennett,Art Direction,Art,0.0
1338241.0,Sean McGrath,Visual Effects Coordinator,Visual Effects,0.0
1338372.0,Dan O'Connell,Foley,Sound,0.0
1341741.0,Mark Curtis,Visual Effects Supervisor,Visual Effects,0.0
1341858.0,Gregg Rudloff,Sound Re-Recording Mixer,Sound,2.0
1342669.0,Jayne-Ann Tenggren,Script Supervisor,Directing,0.0
1345595.0,Scott Millan,Sound Re-Recording Mixer,Sound,0.0
1358025.0,Nicoletta Mani,Script Supervisor,Directing,0.0
1367493.0,John T. Cucci,Foley,Sound,0.0
1377503.0,Sebastian Meuschel,Camera Operator,Camera,0.0
1388897.0,Julian Morson,Steadicam Operator,Camera,2.0
1389614.0,Peter Michael Sullivan,Foley,Sound,0.0
1391691.0,Ken Dailey,Visual Effects Producer,Visual Effects,0.0
1392083.0,Ann Scibelli,Sound Designer,Sound,0.0
1392246.0,Clive Jackson,Camera Operator,Camera,0.0
1392661.0,Susie Jones,Script Supervisor,Directing,0.0
1392718.0,Jasin Boland,Still Photographer,Camera,2.0
1394117.0,Jennifer Lewicki,Art Department Coordinator,Art,0.0
1398089.0,Ian Whiteford,Greensman,Art,0.0
1398100.0,Kilou Picard,Visual Effects Producer,Visual Effects,0.0
1399071.0,Hans Bjerno,Helicopter Camera,Camera,0.0
1399862.0,Daniel Saxlid,Dialogue Editor,Editing,2.0
1401126.0,Alex Rouse,Wigmaker,Costume & Make-Up,0.0
1401147.0,Anik Seguin,Visual Effects Editor,Crew,0.0
1401631.0,Michelle Pazer,ADR & Dubbing,Sound,0.0
1403411.0,Lucas Bielan,Camera Operator,Camera,2.0
1404212.0,Karen Baker Landers,Supervising Sound Editor,Sound,0.0
1404217.0,Peter Staubli,Sound Designer,Sound,0.0
1404244.0,John Marzano,Helicopter Camera,Camera,0.0
1405241.0,Adam Dale,Helicopter Camera,Camera,0.0
1408363.0,Emma McCleave,First Assistant Editor,Editing,0.0
1409821.0,Naomi Donne,Makeup Designer,Costume & Make-Up,0.0
1411323.0,Susan Howard,Makeup Effects,Crew,0.0
1414096.0,David Smith,Gaffer,Lighting,0.0
1415157.0,Joel Green,CG Supervisor,Crew,0.0
1425484.0,Laurent Hugueniot,CG Supervisor,Crew,0.0
1425488.0,Tim Keene,Visual Effects Producer,Visual Effects,0.0
1425971.0,Zoe Tahir,Hair Designer,Costume & Make-Up,0.0
1428902.0,Conor Byrne,Visual Effects Editor,Crew,0.0
1439128.0,Charlotte Hayward,Makeup Artist,Costume & Make-Up,0.0
1442137.0,Catherine Mullan,Animation Supervisor,Visual Effects,0.0
1447617.0,Crystal Hadcroft,Visual Effects Editor,Crew,0.0
1458416.0,Francesca Crowder,Hairstylist,Costume & Make-Up,0.0
1459878.0,Marlene Chazot,Animation Director,Visual Effects,0.0
1459899.0,Struan Farquhar,Visual Effects Editor,Crew,0.0
1459925.0,Daniel Pastore,CG Supervisor,Crew,0.0
1470167.0,Jonathan Olley,Still Photographer,Camera,0.0
1472773.0,Sami Gaidi,Assistant Art Director,Art,0.0
1477203.0,Luca Marco Paracels,Co-Producer,Production,2.0
1480629.0,Luca Vannella,Key Hair Stylist,Costume & Make-Up,0.0
1483141.0,Stuart Bullen,Visual Effects Supervisor,Visual Effects,0.0
1494824.0,Russell Edwards,Sound Effects Editor,Sound,0.0
1510431.0,Stefano De Nardis,Costume Supervisor,Costume & Make-Up,0.0
1512767.0,Luis David Sansans,Camera Operator,Camera,0.0
1545912.0,Abderrahim Benkhayi,Costume Supervisor,Costume & Make-Up,0.0
1545913.0,Rachid Aadassi,Set Costumer,Costume & Make-Up,0.0
1545995.0,Carlos De Carvalho,Additional Camera,Camera,0.0
1546747.0,Vivienne Jones,Assistant Costume Designer,Costume & Make-Up,0.0
1548406.0,Kim Honeyman,Digital Intermediate,Editing,0.0
1550637.0,Kathryn Fa,Hairstylist,Costume & Make-Up,0.0
1551770.0,Paul Duff,Carpenter,Crew,0.0
1551771.0,Ben Wilkinson,Property Master,Crew,0.0
1551772.0,Lynne Corbould,Special Effects Coordinator,Crew,0.0
1551773.0,Amal El-Farfachi,Casting,Production,0.0
1551774.0,Celebrity Booker,Casting Associate,Production,0.0
1551775.0,Lucy Hellier,Casting Associate,Production,0.0
1551777.0,Richard Davies,Assistant Costume Designer,Costume & Make-Up,0.0
1551789.0,Ando Johnson,Sound Effects Editor,Sound,0.0
1551791.0,Greg Corke,Armorer,Crew,0.0
1551796.0,Amin Rharda,Researcher,Production,0.0
1551797.0,Joss Skottowe,Armorer,Crew,0.0
1551798.0,Joseph Koniak,Hairstylist,Costume & Make-Up,0.0
1551800.0,Thalía Echeveste,Makeup Artist,Costume & Make-Up,0.0
1551801.0,Charlie Hounslow,Makeup Artist,Costume & Make-Up,0.0
1551802.0,Lucy Friend,Makeup Artist,Costume & Make-Up,0.0
1551803.0,Yelska Labrada,Makeup Artist,Costume & Make-Up,0.0
1551804.0,Ana Gabriela Quinonez,Makeup Artist,Costume & Make-Up,0.0
1551807.0,Gina De Ferrer,Researcher,Production,0.0
1551809.0,Lydia Fry,Assistant Art Director,Art,0.0
1551810.0,Liam Georgensen,Assistant Art Director,Art,0.0
1551811.0,Hugh McClelland,Assistant Art Director,Art,0.0
1551812.0,John Allen,Carpenter,Crew,0.0
1551813.0,Eddie Murphy,Carpenter,Crew,0.0
1551872.0,Carlos-Christian Nickel,CG Supervisor,Crew,0.0
1551874.0,Chris Petts,CG Supervisor,Crew,0.0
1551892.0,Hugh Brompton,Visual Effects Coordinator,Visual Effects,0.0
1551893.0,Jillian Brooks,Visual Effects Coordinator,Visual Effects,0.0
1551894.0,Geraint Hixson,Visual Effects Coordinator,Visual Effects,0.0
1551896.0,Shawn Smolensky,Visual Effects Coordinator,Visual Effects,0.0
1551897.0,Todd Whalen,Visual Effects Coordinator,Visual Effects,0.0
1551898.0,Alysia Wildman,Visual Effects Coordinator,Visual Effects,0.0
1551899.0,Sam Girdler,Visual Effects Coordinator,Visual Effects,0.0
1551902.0,Samantha Dark,Visual Effects Coordinator,Visual Effects,0.0
1551904.0,Ty Gibson,Visual Effects Editor,Crew,0.0
1551906.0,James Mann,Visual Effects Editor,Crew,0.0
1551907.0,Leslie Lerman,Visual Effects Producer,Visual Effects,0.0
1551908.0,Steven Begg,Visual Effects Supervisor,Visual Effects,0.0
1551909.0,Zave Jackson,Visual Effects Supervisor,Visual Effects,0.0
1551910.0,Jonathan Knight,Visual Effects Supervisor,Visual Effects,2.0
1551911.0,Alex Wuttke,Visual Effects Supervisor,Visual Effects,0.0
1551913.0,Mark Bakowski,Visual Effects Supervisor,Visual Effects,0.0
1551914.0,Paul Round,Visual Effects Supervisor,Visual Effects,0.0
1553236.0,Stefano Marino,Gaffer,Lighting,0.0
1582109.0,Hanz Kawson,Gaffer,Lighting,0.0
282.0,Charles Roven,Producer,Production,0.0
525.0,Christopher Nolan,Screenplay,Writing,2.0
527.0,Jonathan Nolan,Screenplay,Writing,2.0
556.0,Emma Thomas,Producer,Production,1.0
559.0,Wally Pfister,Director of Photography,Camera,2.0
561.0,John Papsidera,Casting,Production,0.0
3893.0,David S. Goyer,Story,Writing,2.0
3794.0,Bob Kane,Characters,Writing,2.0
10949.0,Michael Uslan,Executive Producer,Production,2.0
10951.0,Benjamin Melniker,Executive Producer,Production,2.0
9568.0,Jim Palmer,Stunts,Crew,2.0
9991.0,Karen Blynder,Makeup Artist,Costume & Make-Up,0.0
10714.0,Lindy Hemming,Costume Design,Costume & Make-Up,1.0
12039.0,Paki Smith,Set Decoration,Art,0.0
14762.0,Robert Woodruff,Art Direction,Art,2.0
15327.0,Nathan Crowley,Production Design,Art,2.0
15328.0,Kevin Kavanaugh,Production Design,Art,0.0
17677.0,Naaman Marshall,Supervising Art Director,Art,0.0
35630.0,Timothy Healy,Electrician,Lighting,0.0
40120.0,Brian 'Buzz' Buzzelli,Rigging Grip,Lighting,0.0
52193.0,R.J. Kizer,ADR & Dubbing,Sound,2.0
54211.0,Thomas Tull,Executive Producer,Production,0.0
57569.0,Lee Sheward,Stunts,Crew,2.0
61329.0,Declan Mulvey,Stunts,Crew,0.0
62560.0,Gerald Sullivan,Art Direction,Art,0.0
31172.0,Zack Grobler,Art Direction,Art,0.0
68016.0,Kevin Kaska,Orchestrator,Sound,0.0
81687.0,Rick Avery,Stunts,Crew,2.0
75804.0,Kevin De La Noy,Executive Producer,Production,2.0
113913.0,Jordan Goldberg,Co-Producer,Production,0.0
114017.0,Karl McMillan,Production Manager,Production,0.0
92231.0,May Leung,VFX Supervisor,Visual Effects,0.0
122549.0,Philippe Vonlanthen,Stunts,Crew,2.0
138618.0,Gary Rizzo,Sound Re-Recording Mixer,Sound,0.0
142157.0,Doug Coleman,Stunts,Crew,0.0
202930.0,Anthony Molinari,Stunts,Crew,2.0
204339.0,Christopher Place,Stunts,Crew,0.0
230436.0,Barbara Harris,ADR & Dubbing,Sound,0.0
550900.0,Carrick O'Quinn,Stunts,Crew,0.0
932186.0,Bruce Fowler,Orchestrator,Sound,2.0
932748.0,Roy T. Anderson,Stunts,Crew,2.0
969743.0,Dean Wolcott,Art Direction,Art,2.0
1018958.0,Toby Whale,Casting,Production,0.0
1025090.0,Jim Wilkey,Stunts,Crew,2.0
1034754.0,James Hambidge,Supervising Art Director,Art,0.0
1045964.0,Aaron Vexler,Stunts,Crew,0.0
1046614.0,Carmia Marshall,Set Costumer,Costume & Make-Up,0.0
1050930.0,Hugo Weng,Dialogue Editor,Editing,0.0
1061061.0,Adam Horton,Stunts,Crew,0.0
1106629.0,Raymond Mamrak,Stunts,Crew,0.0
1116937.0,John Roesch,Foley,Sound,2.0
1155668.0,Mike Chambers,Visual Effects Producer,Visual Effects,0.0
1270053.0,Emmanuel Pappas,Production Manager,Production,0.0
1301652.0,Stephen W. Schriver,Stunts,Crew,0.0
1319744.0,Linda Matthews,Costume Supervisor,Costume & Make-Up,0.0
1322015.0,Luisa Abel,Makeup Department Head,Costume & Make-Up,0.0
1327144.0,Sue Whitaker,Art Direction,Art,0.0
1329415.0,Samantha MacIvor,Stunts,Crew,1.0
1329527.0,Jared Burke,Stunts,Crew,0.0
1336192.0,Laura Downing,Costume Supervisor,Costume & Make-Up,0.0
1336193.0,Rebecca Levin,Set Costumer,Costume & Make-Up,0.0
1340941.0,Ray Siegle,Stunts,Crew,0.0
1341403.0,Richard King,Sound Designer,Sound,2.0
1341786.0,Bryan O. Watkins,Sound Effects Editor,Sound,0.0
1348686.0,Bradley Porter,Production Office Assistant,Crew,0.0
1355530.0,Cuitlahuac Morales Velazquez,Sculptor,Art,0.0
1357062.0,Scott R. Fisher,Special Effects Coordinator,Crew,0.0
1357064.0,Greg Baldi,Camera Operator,Camera,0.0
1357066.0,P. Scott Sakamoto,Camera Operator,Camera,0.0
1358564.0,Trampas Thompson,Stunts,Crew,2.0
1367508.0,Steve Gehrke,Script Supervisor,Directing,2.0
1372882.0,Derrick Mitchell,Visual Effects Editor,Crew,0.0
1377222.0,Michael W. Mitchell,Sound Effects Editor,Sound,0.0
1378222.0,Joe Ondrejko,Construction Coordinator,Art,0.0
1378231.0,Ken J. Johnson,Sound Effects Editor,Sound,0.0
1378246.0,Lori Harris,Set Costumer,Costume & Make-Up,0.0
1378726.0,Francie Brown,Dialect Coach,Crew,0.0
1384390.0,Trevor Habberstad,Stunts,Crew,0.0
1389526.0,Amanda Pettett,Construction Coordinator,Art,0.0
1391648.0,Hana Rausalova,Set Costumer,Costume & Make-Up,0.0
1392587.0,Tom Still,Art Direction,Art,0.0
1393387.0,Jeff Brink,Special Effects Coordinator,Crew,0.0
1394050.0,Paula Jack,Dialect Coach,Crew,0.0
1395030.0,Alison Evans,Set Costumer,Costume & Make-Up,0.0
1395032.0,Amanda Jenkins,Set Costumer,Costume & Make-Up,0.0
1395430.0,Jenne Lee,Art Department Coordinator,Art,0.0
1395435.0,Theodore Sharps,Set Designer,Art,0.0
1397823.0,Alyson Dee Moore,Foley,Sound,0.0
1399323.0,Mustapha Mimis,Set Costumer,Costume & Make-Up,0.0
1399463.0,Bruce Lee Gross,Leadman,Art,0.0
1399876.0,Ron Phillips,Still Photographer,Camera,0.0
1402008.0,Kathleen S. Dunn,Dialect Coach,Crew,1.0
1402079.0,Matthew Reedy,Assistant Director,Directing,0.0
1403424.0,Roberto Craciunica,Costume Design,Costume & Make-Up,0.0
1403427.0,Candice D. Campos,Production Supervisor,Production,0.0
1404739.0,Steve Koster,Helicopter Camera,Camera,0.0
1408347.0,Pete Bebb,Visual Effects Supervisor,Visual Effects,0.0
1409824.0,Natasha Ladek,Wigmaker,Costume & Make-Up,0.0
1411808.0,Chris Bertholf,Painter,Art,0.0
1412185.0,Jay Wejebe,Makeup Artist,Costume & Make-Up,0.0
1413089.0,William Gideon,Construction Foreman,Art,0.0
1415606.0,Diana Choi,Makeup Effects,Crew,0.0
1416005.0,Claudia Kalindjian,Unit Publicist,Crew,0.0
1417396.0,Toby Britton,Art Direction,Art,0.0
1417397.0,Jonathan Kevin Ong,Art Direction,Art,0.0
1417398.0,Janice Alexander,Hairstylist,Costume & Make-Up,0.0
1417399.0,Patricia DeHaney,Hairstylist,Costume & Make-Up,0.0
1417400.0,Deena Adair,Hairstylist,Costume & Make-Up,0.0
1417403.0,Andre Gilbert,Makeup Effects,Crew,0.0
1417406.0,Michael Murray,Production Manager,Production,0.0
1417407.0,Thomas Hayslip,Production Manager,Production,0.0
1417408.0,Mika Saito,Production Supervisor,Production,0.0
1417409.0,Pippa Needs,Art Department Coordinator,Art,0.0
1417410.0,Laura Pliskin,Art Department Coordinator,Art,0.0
1417411.0,Anna Bregman,Assistant Art Director,Art,0.0
1417412.0,Robert W. Joseph,Assistant Art Director,Art,0.0
1417413.0,Barry Wilkinson,Property Master,Crew,0.0
1417414.0,Glen Pangione,Construction Coordinator,Art,0.0
1417415.0,Mychael Bates,Property Master,Art,2.0
1417416.0,Brandon A. Plonka,Greensman,Art,0.0
1417417.0,Elizabeth Tomasetti,Scenic Artist,Crew,0.0
1417418.0,Sean Ginevan,Leadman,Art,0.0
1417419.0,Jason Kolowski,Set Designer,Art,0.0
1417514.0,Michael Babcock,Sound Effects Editor,Sound,0.0
1417515.0,Randle Akerson,Sound Effects Editor,Sound,0.0
