id,movieName,releaseDate,budget,revenue,runtime,avg_votes,homepageURL
10681,WALL·E,2008-06-22,180000000,521311860,98.0,7.8,http://disney.go.com/disneypictures/wall-e/
5174,Rush Hour 3,2007-08-08,140000000,258022233,91.0,6.1,
14161,2012,2009-10-10,200000000,769653595,158.0,5.6,http://www.sonypictures.com/movies/2012
17979,A Christmas Carol,2009-11-04,200000000,325233863,96.0,6.6,http://disney.go.com/disneypictures/achristmascarol/?cmp=dcom_VAN_WDSHE_ACC_van_dcomcc__Extl
76757,Jupiter Ascending,2015-02-04,176000003,183987723,124.0,5.2,http://www.jupiterascending.com
258489,The Legend of Tarzan,2016-06-29,180000000,356743061,109.0,5.5,http://legendoftarzan.com
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,180000000,748806957,143.0,6.7,
246655,X-Men: Apocalypse,2016-05-18,178000000,543934787,144.0,6.4,http://www.foxmovies.com/movies/x-men-apocalypse
155,The Dark Knight,2008-07-16,185000000,1004558444,152.0,8.2,http://thedarkknight.warnerbros.com/dvdsite/
14160,Up,2009-05-13,175000000,735099082,96.0,7.7,http://disney.go.com/disneypictures/up/
15512,Monsters vs Aliens,2009-03-19,175000000,381509870,94.0,6.0,http://www.monstersvsaliens.com/
1726,Iron Man,2008-04-30,140000000,585174222,126.0,7.4,http://www.ironmanmovie.com/
44826,Hugo,2011-11-22,170000000,185770160,126.0,7.0,http://www.hugomovie.com/
8487,Wild Wild West,1999-06-29,170000000,222104681,106.0,5.1,
1735,The Mummy: Tomb of the Dragon Emperor,2008-07-01,145000000,401128639,112.0,5.2,http://www.themummy.com/
297761,Suicide Squad,2016-08-02,175000000,745000000,123.0,5.9,http://www.suicidesquad.com/
2698,Evan Almighty,2007-06-09,175000000,173000000,96.0,5.3,http://www.evanalmighty.com/
137113,Edge of Tomorrow,2014-05-27,178000000,370541256,113.0,7.6,http://www.edgeoftomorrowmovie.com/
9804,Waterworld,1995-07-28,175000000,264218220,135.0,5.9,
14869,G.I. Joe: The Rise of Cobra,2009-08-04,175000000,302469017,118.0,5.6,http://www.gijoemovie.com/
150540,Inside Out,2015-06-09,175000000,857611174,94.0,8.0,http://movies.disney.com/inside-out
278927,The Jungle Book,2016-04-07,175000000,966550600,106.0,6.7,http://movies.disney.com/the-jungle-book-2016
10138,Iron Man 2,2010-04-28,200000000,623933331,124.0,6.6,http://www.ironmanmovie.com/
58595,Snow White and the Huntsman,2012-05-30,170000000,396600000,127.0,5.8,http://www.snowwhiteandthehuntsman.com/
102651,Maleficent,2014-05-28,180000000,758539785,97.0,7.0,http://movies.disney.com/maleficent
119450,Dawn of the Planet of the Apes,2014-06-26,170000000,710644566,130.0,7.3,http://www.dawnofapes.com/
79698,The Lovers,2015-02-13,27000000,0,109.0,4.8,
64686,47 Ronin,2013-12-06,175000000,150962475,119.0,5.9,
100402,Captain America: The Winter Soldier,2014-03-20,170000000,714766572,136.0,7.6,http://www.captainamericathewintersoldiermovie.com
10192,Shrek Forever After,2010-05-16,165000000,752600867,93.0,6.0,http://www.shrekforeverafter.com/
158852,Tomorrowland,2015-05-19,190000000,209154322,130.0,6.2,http://movies.disney.com/tomorrowland
177572,Big Hero 6,2014-10-24,165000000,652105443,102.0,7.8,http://movies.disney.com/big-hero-6
82690,Wreck-It Ralph,2012-11-01,165000000,471222889,108.0,7.1,http://disney.go.com/wreck-it-ralph
5255,The Polar Express,2004-11-10,165000000,305875730,100.0,6.4,
47933,Independence Day: Resurgence,2016-06-22,165000000,389681935,120.0,4.9,http://www.warof1996.com
10191,How to Train Your Dragon,2010-03-05,165000000,494878759,98.0,7.5,http://www.howtotrainyourdragon.com/
296,Terminator 3: Rise of the Machines,2003-07-02,200000000,435000000,109.0,5.9,
118340,Guardians of the Galaxy,2014-07-30,170000000,773328629,121.0,7.9,http://marvel.com/guardians
157336,Interstellar,2014-11-05,165000000,675120017,169.0,8.1,http://www.interstellarmovie.net/
27205,Inception,2010-07-14,160000000,825532764,148.0,8.1,http://inceptionmovie.warnerbros.com/
315011,Shin Godzilla,2016-07-29,15000000,77000000,120.0,6.5,
49051,The Hobbit: An Unexpected Journey,2012-11-26,250000000,1021103568,169.0,7.0,http://www.thehobbit.com/
9799,The Fast and the Furious,2001-06-22,38000000,207283925,106.0,6.6,
4922,The Curious Case of Benjamin Button,2008-11-24,150000000,333932083,166.0,7.3,http://www.benjaminbutton.com/
49538,X-Men: First Class,2011-05-24,160000000,353624124,132.0,7.1,http://www.x-menfirstclassmovie.com/
131634,The Hunger Games: Mockingjay - Part 2,2015-11-18,160000000,653428261,137.0,6.6,http://www.thehungergames.movie/
27022,The Sorcerer's Apprentice,2010-07-13,150000000,215283742,109.0,5.8,http://disney.go.com/disneypictures/sorcerersapprentice/
503,Poseidon,2006-05-12,160000000,181674817,99.0,5.5,http://www2.warnerbros.com/poseidon/
241259,Alice Through the Looking Glass,2016-05-25,170000000,299370084,113.0,6.5,http://movies.disney.com/alice-through-the-looking-glass
810,Shrek the Third,2007-05-17,160000000,798958165,93.0,6.0,http://www.shrekthethird.com/flash/index.html
68735,Warcraft,2016-05-25,160000000,433677183,123.0,6.3,http://www.warcraft-themovie.com/
87101,Terminator Genisys,2015-06-23,155000000,440603537,126.0,5.8,http://www.terminatormovie.com/
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-08-13,155000000,415686217,113.0,6.2,
676,Pearl Harbor,2001-05-21,140000000,449220945,183.0,6.6,
1858,Transformers,2007-06-27,150000000,709709780,144.0,6.6,http://www.transformersmovie.com/
1966,Alexander,2004-11-21,155000000,167298192,175.0,5.6,
675,Harry Potter and the Order of the Phoenix,2007-06-28,150000000,938212738,138.0,7.4,http://www.harrypotterorderofthephoenix.com/
674,Harry Potter and the Goblet of Fire,2005-11-05,150000000,895921036,157.0,7.5,http://harrypotter.warnerbros.com/
8960,Hancock,2008-07-01,150000000,624029371,92.0,6.2,http://www.sonypictures.com/movies/hancock/
6479,I Am Legend,2007-12-14,150000000,585349010,101.0,6.9,http://iamlegend.warnerbros.com/
118,Charlie and the Chocolate Factory,2005-07-13,150000000,474968763,115.0,6.7,https://www.warnerbros.com/charlie-and-chocolate-factory
2062,Ratatouille,2007-06-22,150000000,623722818,111.0,7.5,http://disney.go.com/disneypictures/ratatouille/
272,Batman Begins,2005-06-10,150000000,374218673,140.0,7.5,http://www2.warnerbros.com/batmanbegins/index.html
10527,Madagascar: Escape 2 Africa,2008-10-30,150000000,603900354,89.0,6.2,http://www.madagascar-themovie.com
18360,Night at the Museum: Battle of the Smithsonian,2009-05-20,150000000,413106170,105.0,5.9,http://www.nightatthemuseummovie.com
2080,X-Men Origins: Wolverine,2009-04-28,150000000,373062864,107.0,6.2,http://www.x-menorigins.com/
605,The Matrix Revolutions,2003-11-05,150000000,424988211,129.0,6.4,
109445,Frozen,2013-11-27,150000000,1274219009,102.0,7.3,http://movies.disney.com/frozen
604,The Matrix Reloaded,2003-05-15,150000000,738599701,138.0,6.7,
76338,Thor: The Dark World,2013-10-29,170000000,644571402,112.0,6.8,http://marvel.com/thor
76341,Mad Max: Fury Road,2015-05-13,150000000,378858340,120.0,7.2,http://www.madmaxmovie.com/
13448,Angels & Demons,2009-05-13,150000000,356613439,138.0,6.5,http://www.angelsanddemons.com/
10195,Thor,2011-04-21,150000000,449326618,115.0,6.6,http://thor.marvel.com/
13053,Bolt,2008-11-21,150000000,309979994,98.0,6.3,http://movies.disney.com/bolt
19585,G-Force,2009-07-21,150000000,292817841,88.0,5.1,http://disney.go.com/disneypictures/gforce/
57165,Wrath of the Titans,2012-03-27,150000000,301000000,99.0,5.5,http://www.wrathofthetitansmovie.org
62213,Dark Shadows,2012-05-08,150000000,245527149,113.0,5.7,http://darkshadowsmovie.warnerbros.com
177677,Mission: Impossible - Rogue Nation,2015-07-23,150000000,682330139,131.0,7.1,http://www.missionimpossible.com
7978,The Wolfman,2010-02-11,150000000,0,102.0,5.5,http://www.thewolfmanmovie.com/
5559,Bee Movie,2007-10-28,150000000,287594577,91.0,5.7,http://www.beemovie.com/
49444,Kung Fu Panda 2,2011-05-25,150000000,665692281,91.0,6.7,http://www.kungfupanda.com/
10196,The Last Airbender,2010-06-30,150000000,318502923,103.0,4.7,http://www.thelastairbendermovie.com/
956,Mission: Impossible III,2006-05-03,150000000,397850012,126.0,6.5,http://www.missionimpossible.com/
117251,White House Down,2013-06-27,150000000,205366737,131.0,6.4,
50321,Mars Needs Moms,2011-03-09,150000000,38992758,88.0,5.5,http://disney.go.com/disneypictures/marsneedsmoms/#home
11619,Flushed Away,2006-10-22,149000000,64459316,85.0,6.0,http://www.dreamworksanimation.com/flushed/
266647,Pan,2015-09-24,150000000,128388320,111.0,5.9,
82703,Mr. Peabody & Sherman,2014-02-07,145000000,272912430,92.0,6.7,
652,Troy,2004-05-13,175000000,497409852,163.0,6.9,
80321,Madagascar 3: Europe's Most Wanted,2012-06-06,145000000,746921274,93.0,6.4,
36669,Die Another Day,2002-11-17,140000000,431971116,133.0,5.8,http://www.mgm.com/view/movie/232/Die-Another-Day/
43074,Ghostbusters,2016-07-14,144000000,229147509,116.0,5.3,http://www.ghostbusters.com/
95,Armageddon,1998-07-01,140000000,553799566,151.0,6.4,
608,Men in Black II,2002-07-03,140000000,441818803,88.0,6.0,http://www.sonypictures.com/homevideo/meninblackii/
2310,Beowulf,2007-11-05,70000000,195735876,115.0,5.5,http://www.beowulfmovie.com/
140300,Kung Fu Panda 3,2016-01-23,145000000,521170825,95.0,6.7,http://www.kungfupanda.com/
56292,Mission: Impossible - Ghost Protocol,2011-12-07,145000000,694713380,133.0,6.8,http://www.missionimpossible.com/
81188,Rise of the Guardians,2012-11-21,145000000,306941670,97.0,7.1,http://www.riseoftheguardians.com/
7552,Fun with Dick and Jane,2005-12-21,100000000,202026112,90.0,5.9,http://www.sonypictures.com/movies/funwithdickandjane/
616,The Last Samurai,2003-12-05,140000000,456758981,154.0,7.3,
147441,Exodus: Gods and Kings,2014-12-03,140000000,268031828,150.0,5.6,http://www.exodusgodsandkings.com/
13475,Star Trek,2009-05-06,150000000,385680446,127.0,7.4,
557,Spider-Man,2002-05-01,139000000,821708551,121.0,6.8,http://www.sonypictures.com/movies/spider-man/
82702,How to Train Your Dragon 2,2014-06-12,145000000,609123048,102.0,7.6,http://www.howtotrainyourdragon.com/
205584,Gods of Egypt,2016-02-25,140000000,150680864,127.0,5.3,
10048,Stealth,2005-07-28,135000000,76932943,121.0,4.9,
13183,Watchmen,2009-03-05,130000000,185258983,163.0,7.0,https://www.warnerbros.com/watchmen
944,Lethal Weapon 4,1998-07-10,140000000,285444603,127.0,6.3,
1927,Hulk,2003-06-19,137000000,245360480,138.0,5.3,
72559,G.I. Joe: Retaliation,2013-03-26,130000000,371876278,110.0,5.4,http://www.gijoemovie.com
7364,Sahara,2005-04-06,130000000,119269486,124.0,5.7,
2114,Final Fantasy: The Spirits Within,2001-07-02,137000000,85131830,106.0,5.9,
1771,Captain America: The First Avenger,2011-07-22,140000000,370569774,124.0,6.6,http://captainamerica.marvel.com/
36643,The World Is Not Enough,1999-11-08,135000000,361832400,128.0,6.0,http://www.mgm.com/view/movie/231/The-World-Is-Not-Enough/
8619,Master and Commander: The Far Side of the World,2003-11-14,150000000,212011111,138.0,6.9,http://www.masterandcommanderthefarsideoftheworld.com/
50620,The Twilight Saga: Breaking Dawn - Part 2,2012-11-13,120000000,829000000,115.0,6.1,
65759,Happy Feet Two,2011-11-17,130000000,150406466,100.0,5.8,http://happyfeettwo.warnerbros.com/index.html
1724,The Incredible Hulk,2008-06-12,150000000,163712074,114.0,6.1,
267935,The BFG,2016-06-01,140000000,183345589,120.0,6.0,http://movies.disney.com/the-bfg
281957,The Revenant,2015-12-25,135000000,532950503,156.0,7.3,http://www.foxmovies.com/movies/the-revenant
77950,Turbo,2013-07-11,135000000,282570682,96.0,6.1,http://www.turbomovie.com/
44896,Rango,2011-03-02,135000000,245724603,107.0,6.6,http://www.rangomovie.com/
270946,Penguins of Madagascar,2014-11-22,132000000,373552094,92.0,6.5,
2503,The Bourne Ultimatum,2007-08-03,70000000,442824138,115.0,7.3,http://www.universalstudiosentertainment.com/the-bourne-ultimatum/
9502,Kung Fu Panda,2008-06-04,130000000,631744560,90.0,6.9,http://www.kungfupanda.com/
102899,Ant-Man,2015-07-14,130000000,519311965,117.0,7.0,http://marvel.com/movies/movie/180/ant-man
101299,The Hunger Games: Catching Fire,2013-11-15,130000000,847423452,146.0,7.4,http://www.thehungergames.movie/
228161,Home,2015-03-18,135000000,368871007,94.0,6.8,http://www.meettheboov.com/
74,War of the Worlds,2005-06-28,132000000,591739379,116.0,6.2,
8961,Bad Boys II,2003-07-18,130000000,273339556,147.0,6.3,
417859,Puss in Boots,2011-10-28,130000000,554987477,90.0,6.4,
27576,Salt,2010-07-21,110000000,293329073,100.0,6.2,http://www.sonypictures.com/homevideo/salt/
86834,Noah,2014-03-20,125000000,362637473,139.0,5.6,http://www.noahmovie.com
17578,The Adventures of Tintin,2011-10-25,130000000,371940071,107.0,6.7,http://www.us.movie.tintin.com/
673,Harry Potter and the Prisoner of Azkaban,2004-05-31,130000000,789804554,141.0,7.7,
6972,Australia,2008-11-18,130000000,49554002,165.0,6.3,
82700,After Earth,2013-05-30,130000000,243843127,100.0,5.0,
10567,Dinosaur,2000-05-19,127500000,354248063,82.0,6.2,
181533,Night at the Museum: Secret of the Tomb,2014-12-17,127000000,349424282,97.0,6.1,
38055,Megamind,2010-10-28,130000000,321887208,95.0,6.7,http://www.megamind.com
671,Harry Potter and the Philosopher's Stone,2001-11-16,125000000,976475550,152.0,7.5,http://harrypotter.warnerbros.com/harrypotterandthedeathlyhallows/mainsite/index.html
49524,R.I.P.D.,2013-07-18,130000000,61648500,96.0,5.4,http://www.ripd.com/
22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,140000000,655011224,143.0,7.5,http://disney.go.com/disneyvideos/liveaction/pirates/main_site/main.html
131631,The Hunger Games: Mockingjay - Part 1,2014-11-18,125000000,752100229,123.0,6.6,http://www.thehungergames.movie/
591,The Da Vinci Code,2006-05-17,125000000,767820459,149.0,6.5,http://www.sonypictures.com/homevideo/thedavincicode/index.html
172385,Rio 2,2014-03-19,103000000,500188435,102.0,6.3,http://www.riomovies.com/
36658,X2,2003-04-24,110000000,407711549,133.0,6.8,
51497,Fast Five,2011-04-20,125000000,626137675,130.0,7.1,http://www.watchvideoseries.com/movies/fast-five-2011-2/
58574,Sherlock Holmes: A Game of Shadows,2011-11-22,125000000,334615000,129.0,7.0,http://sherlockholmes2.warnerbros.com/index.html
18823,Clash of the Titans,2010-04-01,125000000,232713139,106.0,5.6,http://www.clash-of-the-titans.com/
861,Total Recall,1990-06-01,65000000,261317921,113.0,7.1,
1911,The 13th Warrior,1999-08-27,160000000,61698899,102.0,6.4,
49040,The Bourne Legacy,2012-08-08,130000000,276572938,120.0,6.0,http://www.thebournelegacy.com/
415,Batman & Robin,1997-06-20,125000000,238207122,125.0,4.2,
8871,How the Grinch Stole Christmas,2000-11-17,123000000,345141403,104.0,6.2,http://www.grinched.com/
435,The Day After Tomorrow,2004-05-26,125000000,544272402,124.0,6.2,http://www.thedayaftertomorrow.com/
955,Mission: Impossible II,2000-05-24,125000000,546388105,123.0,5.9,http://www.missionimpossible.com/
2133,The Perfect Storm,2000-03-15,120000000,325756637,130.0,6.2,
1979,Fantastic 4: Rise of the Silver Surfer,2007-06-13,130000000,289047763,92.0,5.4,
87827,Life of Pi,2012-11-20,120000000,609016565,127.0,7.2,http://www.lifeofpimovie.com/
1250,Ghost Rider,2007-02-16,110000000,228738393,114.0,5.2,http://www.sonypictures.com/movies/ghostrider/
324668,Jason Bourne,2016-07-27,120000000,415484914,123.0,5.9,http://www.jasonbournemovie.com
9471,Charlie's Angels: Full Throttle,2003-06-27,120000000,259175788,106.0,5.2,
70981,Prometheus,2012-05-30,130000000,403170142,124.0,6.3,http://www.projectprometheus.com/
10996,Stuart Little 2,2002-07-19,120000000,169956806,78.0,5.4,
68724,Elysium,2013-08-07,115000000,286140700,109.0,6.4,
2789,The Chronicles of Riddick,2004-06-11,105000000,115772733,119.0,6.3,
97020,RoboCop,2014-01-30,120000000,242688965,102.0,5.7,http://www.robocop.com
7459,Speed Racer,2008-05-09,120000000,93945766,135.0,5.7,http://www.speedracerthemovie.warnerbros.com/
42888,How Do You Know,2010-12-17,120000000,48668907,121.0,4.9,http://www.howdoyouknow-movie.com/
37834,Knight and Day,2010-06-15,117000000,261930431,109.0,5.9,http://www.knightanddaymovie.com
75612,Oblivion,2013-04-10,120000000,286168572,124.0,6.4,https://www.uphe.com/movies/oblivion
1895,Star Wars: Episode III - Revenge of the Sith,2005-05-17,113000000,850000000,140.0,7.1,http://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith
1894,Star Wars: Episode II - Attack of the Clones,2002-05-15,120000000,649398328,142.0,6.4,http://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones
585,"Monsters, Inc.",2001-11-01,115000000,562816256,92.0,7.5,http://movies.disney.com/monsters-inc
76170,The Wolverine,2013-07-23,120000000,415440673,126.0,6.3,http://www.thewolverinemovie.com
1893,Star Wars: Episode I - The Phantom Menace,1999-05-19,115000000,924317558,136.0,6.3,http://www.starwars.com/films/star-wars-episode-i-the-phantom-menace
49519,The Croods,2013-03-20,135000000,585178928,98.0,6.8,http://www.thecroodsmovie.com/
2395,Asterix at the Olympic Games,2008-01-13,97250400,132900000,116.0,5.0,http://www.asterixauxjeuxolympiques.com/index.php
12100,Windtalkers,2002-06-14,115000000,77628265,134.0,5.8,
290595,The Huntsman: Winter's War,2016-04-06,115000000,164602163,114.0,6.0,http://www.thehuntsmanmovie.com/
98566,Teenage Mutant Ninja Turtles,2014-08-07,125000000,477200000,101.0,5.8,http://www.teenagemutantninjaturtlesmovie.com
49047,Gravity,2013-09-27,105000000,716392705,91.0,7.3,http://gravitymovie.warnerbros.com/
9619,Dante's Peak,1997-02-07,116000000,178127760,108.0,5.7,
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,2016-06-01,135000000,245623848,112.0,5.8,http://www.teenagemutantninjaturtlesmovie.com/
166424,Fantastic Four,2015-08-05,120000000,167977596,100.0,4.4,http://www.fantasticfourmovie.com/
1593,Night at the Museum,2006-10-20,110000000,574480841,108.0,6.3,
254128,San Andreas,2015-05-27,110000000,470490832,114.0,6.0,http://www.sanandreasmovie.com/
714,Tomorrow Never Dies,1997-12-11,110000000,333011068,119.0,6.0,http://www.mgm.com/view/movie/2029/Tomorrow-Never-Dies/
2024,The Patriot,2000-06-28,110000000,215294342,165.0,6.8,
163,Ocean's Twelve,2004-12-09,110000000,362744280,125.0,6.4,http://oceans12.warnerbros.com/
787,Mr. & Mrs. Smith,2005-06-07,110000000,478207520,120.0,6.5,
262500,Insurgent,2015-03-18,110000000,295238201,119.0,6.2,http://www.thedivergentseries.movie/#insurgent
2567,The Aviator,2004-12-17,116000000,102000000,170.0,7.0,
38745,Gulliver's Travels,2010-12-25,112000000,237382724,85.0,4.9,
40805,The Green Hornet,2011-01-12,120000000,227817248,119.0,5.5,http://www.sonypictures.com/movies/thegreenhornet/
53182,300: Rise of an Empire,2014-03-05,110000000,337580051,102.0,6.1,http://www.300themovie.com/
41513,The Smurfs,2011-07-29,110000000,563749323,103.0,5.5,http://www.smurfhappens.com/
13700,Home on the Range,2004-04-02,110000000,103951461,76.0,5.7,http://movies.disney.com/home-on-the-range
262504,Allegiant,2016-03-09,110000000,179246868,121.0,5.9,http://www.thedivergentseries.movie/#allegiant
39254,Real Steel,2011-09-28,110000000,299268508,127.0,6.6,http://www.steelgetsreal.com/
77931,The Smurfs 2,2013-07-30,105000000,347434178,105.0,5.5,http://smurfhappens.com
1639,Speed 2: Cruise Control,1997-06-13,160000000,164508066,121.0,4.1,
80274,Ender's Game,2013-10-23,110000000,125537191,114.0,6.6,http://www.if-sentinel.com/
1571,Live Free or Die Hard,2007-06-20,110000000,383531464,128.0,6.4,
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,93000000,871368364,178.0,8.0,http://www.lordoftherings.net/
10204,Around the World in 80 Days,2004-06-16,110000000,72178895,120.0,5.7,
8489,Ali,2001-12-11,107000000,87713825,157.0,6.7,
10588,The Cat in the Hat,2003-11-21,0,0,82.0,4.9,
2048,"I, Robot",2004-07-15,120000000,347234916,115.0,6.7,
1495,Kingdom of Heaven,2005-05-03,130000000,211643158,144.0,6.6,http://www.kingdomofheavendvd.com/
10137,Stuart Little,1999-12-17,133000000,300135367,84.0,5.8,
10198,The Princess and the Frog,2009-12-08,105000000,267045765,97.0,6.7,http://disney.go.com/disneypictures/princessandthefrog/
286217,The Martian,2015-09-30,108000000,630161890,141.0,7.6,http://www.foxmovies.com/movies/the-martian
1635,The Island,2005-07-20,126000000,162949164,136.0,6.5,http://www.theisland-themovie.com/
24113,Town & Country,2001-04-27,90000000,10372291,104.0,3.7,
9679,Gone in Sixty Seconds,2000-06-09,90000000,237202299,118.0,6.1,
98,Gladiator,2000-05-01,103000000,457640427,155.0,7.9,
180,Minority Report,2002-06-20,102000000,358372926,145.0,7.1,
672,Harry Potter and the Chamber of Secrets,2002-11-13,100000000,876688482,161.0,7.4,
36557,Casino Royale,2006-11-14,150000000,599045960,144.0,7.3,http://www.mgm.com/#/our-titles/233/Casino-Royale-(2006)
869,Planet of the Apes,2001-07-25,100000000,362211740,119.0,5.6,
280,Terminator 2: Judgment Day,1991-07-01,100000000,520000000,137.0,7.7,
11322,Public Enemies,2009-07-01,80000000,214104620,140.0,6.5,http://www.publicenemies.net/
4982,American Gangster,2007-11-02,100000000,266465037,157.0,7.4,http://www.americangangster.net/
