prodCompanyId,companyName
11661.0,Rysher Entertainment
656.0,Metropolitan Filmexport
780.0,Red Wagon Productions
7385.0,Kalima Productions GmbH & Co. KG
3638.0,The Jacobson Company
22103.0,Red Horizon Productions
2471.0,National Geographic Society
11371.0,Palomar Pictures (II)
20344.0,First Light Production
10308.0,Dino De Laurentiis Company
631.0,Parkway Pictures (I)
24013.0,Vnesheconombank
24014.0,Nutcracker Holdings
24015.0,HCC Media Group
24016.0,Russian Roulette Ltd.
23370.0,Constant c Productions
7384.0,Hypnotic
11346.0,Motion Picture THETA Produktionsgesellschaft
24939.0,WV Films II
248.0,Impact Pictures
753.0,Nouvelles Éditions de Films (NEF)
939.0,New Legacy
1894.0,Josephson Entertainment
8908.0,Andalasia Productions
8909.0,Right Coast Productions
10472.0,Cruella Productions
3086.0,Image Entertainment
12007.0,Rat Entertainment
735.0,Waverly Films
79209.0,No Such Productions
549.0,Swanford Films
551.0,Mandalay Pictures
11358.0,Little Bird
22182.0,KC Medien
24136.0,Reperage
24137.0,DOS
24138.0,MP Film Management
10339.0,WWE Studios
90249.0,IM3 Entertainment
55528.0,Oak Productions
136.0,City Light Films
496.0,David Foster Productions
788.0,Bel Air Entertainment
43717.0,Hacienda Productions
12005.0,Yucaipa Films
12006.0,Goldmann Pictures
12008.0,Misha Films
2527.0,Marc Platt Productions
2199.0,Horsepower Films
12213.0,Core Productions
12214.0,Munich Film Partners New Century & Company (MFP) Core Productions
284.0,DNA Films
7437.0,IM Global
46506.0,Rena Film
46507.0,Peach Trees
14179.0,Creepshow Films Inc.
14180.0,Laurel Entertainment Inc.
21498.0,Internationale Filmproduktion Eagle
160.0,Pit Bull Productions
2877.0,Living Films
3527.0,Green Hat Films
1865.0,Zanuck/Brown Productions
2478.0,Manhattan Project
746.0,MTV Films
60378.0,Callahan Filmworks
1757.0,Mad Chance
27352.0,WV Films IV
2308.0,Type A Films
2795.0,Ott Medien
2796.0,Wild West Picture Show Productions
455.0,Permut Presentations
456.0,WCG Entertainment Productions
458.0,Douglas/Reuther Productions
25358.0,Krane Entertainment
3589.0,Kouf/Bigelow Productions
78338.0,Hiett Designs of Las Vegas
78339.0,Runway Pictures Inc
20157.0,KMP Film Invest
1370.0,Castel Film Romania
2570.0,Bona Fide Productions
10102.0,Cattleya
2173.0,Great Oaks Entertainment
1560.0,Roth-Arnold Productions
3592.0,Warner Bros. Family Entertainment
8816.0,Northern Lights Entertainment
55527.0,Courtside Seats Productions
1507.0,International Production Company
2364.0,The Montecito Picture Company
3929.0,Robert Simonds Productions
20374.0,Earth Canada Productions
20375.0,Hammerhead Productions
23397.0,Donner/Shuler-Donner Productions
16312.0,Crave Films
39649.0,Huayi Brothers Media
47169.0,Le Grisbi Productions
175.0,Caravan Pictures
961.0,Roger Birnbaum Productions
2785.0,Warner Bros. Animation
13481.0,Rhythm and Hues
19045.0,Picnic Basket
46221.0,Zookeeper Productions
46222.0,Hey Eddie
19902.0,Prelude Pictures
30253.0,Saltire Entertainment
1274.0,Clinica Estetico
27584.0,"Rainbow Film Company, The"
40955.0,Revere Entertainment
40956.0,Jagtoria Films
4361.0,RKO Pictures
46458.0,Jonathan Krane Group
1565.0,Avery Pix
1649.0,Reforma Films
7405.0,Dimension Films
3307.0,Ex Nihilo
7395.0,Les films du Worso
7792.0,Noodles Production
10611.0,Ciné+
11199.0,Scope Pictures
18367.0,Centre National de la Cinématographie (CNC)
25818.0,Ministère de la Culture et de la Communication
58659.0,Left Field Ventures
76444.0,Evo Films A.I.E.
76445.0,Indéfilms 3
76446.0,Palatine Étoile 12
76447.0,Cinéfeel Prod
8769.0,Art Linson Productions
41978.0,Top Shelf Productions
335.0,Tig Productions
3164.0,BBC Worldwide
8090.0,BBC Earth
8091.0,Evergreen Films
53498.0,BBC Earth MD (WWD)
53499.0,Evergreen MD
1403.0,Franchise Pictures
7406.0,JTP Films
10210.0,Morgan Creek Productions
19718.0,Battlefield Productions
20734.0,Warner Bros. Feature Animation
18619.0,Cobalt Media Group
18620.0,Artists Production Group (APG)
33832.0,Aperture Entertainment
22351.0,The Canton Company
53997.0,Mars Production Pty. Ltd.
104.0,Canal Plus
854.0,Sofica Europacorp
2525.0,Avalanche Productions
6896.0,EuropaCorp
4959.0,Pathé Films
6586.0,TPS Star
6735.0,Participant Media
7454.0,France Télévision
15671.0,France 2 Cinéma
16804.0,France 3 Cinema
19267.0,Conseil Régional du Calvados
20346.0,Région Bretagne
33250.0,Ministère du Développement Durable et de la Mer
33251.0,JMH-TSR
33252.0,HH Sheikha Salama bint Hamdan Al Nahyan
33253.0,Conseil Général des Côtes d'Armor
33254.0,Conseil Général du Morbihan
33255.0,Région Basse-Normandie
2755.0,Dante Entertainment
2978.0,Crusader Entertainment
2979.0,ETIC Films
2980.0,Forge
2981.0,QI Quality International GmbH Co. KG
2982.0,Signature Pictures
16850.0,ApolloMedia Distribution
87847.0,Coco
87848.0,Film 111
87849.0,Jericho Productions Ltd.
87850.0,MFF (Sound of Thunder)
87851.0,Matrix Film Finance
87852.0,Scenario Lane Productions
4253.0,Don Carmody Productions
7263.0,FilmDistrict
12162.0,Constantin Film International
9965.0,Anima Estudios
79433.0,Discreet Art Productions
1836.0,Contrafilm
649.0,Sony
877.0,Casey Silver Productions
24.0,Mikona Productions GmbH & Co. KG
2203.0,Onyx Films
8858.0,NetFlix
15433.0,Orange Studios
41042.0,CityMation
59725.0,On Entertainment
60658.0,Zippcast Films
594.0,Capella International
596.0,KC Medien AG
6704.0,Illumination Entertainment
475.0,JD Productions
19352.0,Mediastream Dritte Film GmbH & Co. Beteiligungs KG
11429.0,Hit & Run Productions
22969.0,Springwood Productions
22970.0,Genetics Productions
1038.0,Bazelevs Production
2526.0,Kickstart Productions
2528.0,Top Cow Productions
23955.0,Ringerike Zweite Filmproduktion
915.0,Hollywood Pictures
2378.0,Offspring Entertainment
70994.0,Zadan / Meron Productions
36452.0,Dominion Productions
20477.0,DiC Entertainment
23271.0,SOIXAN7E QUIN5E
23272.0,See Me Louisiana
2030.0,Participant Productions
2031.0,Playtone Production
215.0,Double Feature Films
216.0,Jersey Films
1693.0,Nina Saxon Film Design
803.0,Alliance Atlantis Communications
17032.0,Barry Mendel Productions
13473.0,Michael Lobell Productions
817.0,Katalyst Films
60022.0,Aversano Films
1212.0,Empire Pictures
13816.0,Hyde Park Entertainment
52944.0,Lotus Pictures
10158.0,First Knight Productions
8852.0,Virgin Produced
11761.0,Mark Canton Productions
2448.0,Yari Film Group
11027.0,Stratus Film Co.
26947.0,Syndicate Films International
26948.0,Equity Pictures Medienfonds GmbH & Co. KG II
26949.0,Hostage GmbH
11050.0,David Kirschner Productions
11231.0,Fox Animation Studios
838.0,Paramount Vantage
1785.0,Likely Story
4482.0,Ivy Boy Productions
10059.0,This Is That Productions
89626.0,Twitching Image Studio
49478.0,Aldrich Group
54004.0,Optional Pictures
3683.0,Limited Edition Productions Inc.
22119.0,Lennox House Films
2519.0,DeBart
2154.0,Punch Productions
11407.0,Baltimore Pictures
18642.0,Rovio Entertainment
30692.0,Sony Pictures Imageworks (SPI)
50848.0,Rovio Mobile
91920.0,Rovio Animation
10105.0,Apatow Productions
11708.0,Madison 23
7786.0,FilmWorks
12246.0,MDBF Zweite Filmgesellschaft
1301.0,Joseph M. Singer Entertainment
4564.0,Icon Entertainment International
7965.0,The Ladd Company
11353.0,B.H. Finance C.V.
1522.0,Neal Street Productions
19934.0,Motion Picture KAPPA Produktionsgesellschaft
3982.0,Darkwoods Productions
10107.0,Trackform Film Productions
3823.0,TF1 Films Production
7396.0,Pathe
19238.0,Two Brothers Productions
126.0,Lakeshore Entertainment
10201.0,Interscope Communications
4859.0,Nickelodeon Animation Studios
8921.0,United Plankton Pictures
90663.0,Brian Grazer/Scott Rudin Productions
59.0,A Band Apart
6817.0,Zehnte Babelsberg
6818.0,Visiona Romantica
11728.0,Camelot Pictures
20034.0,Illusion Entertainment
349.0,Cruise-Wagner Productions
485.0,Vinyl Films
19828.0,Lonlink Productions
19829.0,Kut Productions
19834.0,Inside Track Films
19835.0,Charenton Productions Limited
53005.0,Wheelhouse Entertainment
53006.0,Motion Picture Production GmbH & Co. Erste KG
2721.0,Jinks/Cohen Company
22695.0,Smokehouse Pictures
24970.0,Obelisk Productions
6455.0,Edward R. Pressman Film
27551.0,Michael De Luca Productions
23420.0,Vaughn Productions
1236.0,Mandalay Entertainment
57435.0,Applecross
57436.0,Reperage & Vanguard Films
1512.0,John Wells Productions
2539.0,Reaper Productions
19922.0,Doom Productions
19923.0,Distant Planet Productions
3287.0,Screen Gems
7738.0,Sketch Films
7740.0,UW4 Productions
8871.0,Corner Store Entertainment
12139.0,Material Pictures
21447.0,David Ladd Films
972.0,Current Entertainment
2729.0,Omnilab Media
3427.0,Ambience Entertainment
10427.0,Open Road Films
11369.0,Sighvatsson Films
11840.0,Film Victoria
11841.0,Wales Creative IP Fund
1484.0,Yorktown Productions
2216.0,Helkon Media AG
76491.0,SuperMega
76492.0,MHF Erste Academy Film GmbH & Co. Produktions KG
7237.0,Tele München Fernseh Produktionsgesellschaft (TMG)
23932.0,UGC PH
48136.0,British Broadcasting Corporation (BBC) Television
55474.0,Stargate Studios
1156.0,Conundrum Entertainment
22135.0,Prana Animation Studios
48471.0,Summertime Entertainment
804.0,Natural Nylon Entertainment
1668.0,Riff Raff Film Productions
4753.0,Filmauro
10671.0,Blue Flower Productions
10672.0,Brooklyn Films II
10405.0,Emmett/Furla Films
31832.0,Envision Entertainment
36212.0,Boies / Schiller Film Group
46961.0,Knightsbridge Entertainment
21409.0,MFP Munich Film Partners GmbH & Company I. Produktions KG
21410.0,S.O.A.F. Productions
4000.0,Maverick Films
5218.0,Imprint Entertainment
19552.0,Horseshoe Bay Productions
8789.0,Fuzzy Door Productions
44783.0,Smart Entertainment
784.0,Himenóptero
2674.0,Telecinco Cinema
5444.0,Mod Producciones
9974.0,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
2484.0,Golar Productions
8758.0,Kaitz Productions
8759.0,Mann/Roth Productions
51164.0,Whitaker Entertainment
77739.0,Bergsten Music
78217.0,Red Hawk Entertainment
36430.0,Abraham Productions
414.0,Fountainbridge Films
545.0,Ten Thirteen Productions
6370.0,Quinta Communications
16923.0,Zephyr Films
8403.0,Bandito Brothers
34890.0,Electronic Arts
8116.0,Wind Dancer Productions
13040.0,Kasdan Pictures
372.0,Groucho II Film Partnership
889.0,Outlaw Productions
12626.0,Boxing Cat Films
7923.0,CAMERON MACKINTOSH
39443.0,Jolie Pas
171.0,Malpaso Productions
10566.0,Clipsal Films
23246.0,RCS Video
45728.0,Cliffhanger Productions
45729.0,Pioneer
20396.0,Kernos Filmproduktionsgesellschaft & Company
194.0,Hobby Films
195.0,Pole Star
7291.0,Olive Bridge Entertainment
95063.0,Marcy Media
21914.0,Kramer & Sigman Films
47586.0,Zaftig Films
907.0,Overbrook Films
421.0,Amen Ra Films
8851.0,Shawn Danielle Productions Ltd.
11321.0,Imaginary Forces
42209.0,Peter Frankfurt Productions
774.0,Valkyrie Films
7419.0,Scion Films
28121.0,H2S2 Filmproduktionsgesellschaft
21920.0,The Steve Tisch Company
2550.0,Teitler Film
20555.0,Taurus Film
54050.0,Linson Films
54051.0,Atman Entertainment
54052.0,Knickerbocker Films
737.0,Sidney Kimmel Entertainment
13788.0,Hopscotch Films
355.0,R.P. Productions
6732.0,Runteam III Ltd.
19553.0,Elektra Productions
19554.0,SAI Productions
10807.0,Troublemaker Studios
11005.0,AR Films
11006.0,Aldamisa Entertainment
13241.0,Demarest Films
29076.0,Solipsist Film
41658.0,Residaco
10246.0,Cross Creek Pictures
40106.0,Free State Pictures
62693.0,RVK Studios
1208.0,Rising Star
2116.0,VIP Medienfonds 4
2875.0,Ikiru Films
